id,title,severity,status,createdAt,resolvedAt,mttr,affectedServices,rootComponent,triggeredBy,resolvedBy,errorCode,customerImpact,summary,team,similarIncidents,region
INC-1153,Azure AD — Auth Token Issuance Failures — East US,Sev3,Resolved,2025-02-12T12:00:00.000Z,2025-02-12T12:41:00.000Z,41 min,svc-aad,comp-aadSTS,CR-9915,TSG-382,AADSTS700016,"~3,363 customers — SSO failures across M365 and Azure Portal",SSO failures across M365 and Azure Portal. Root component: comp-aadSTS. Triggered by CR-9915. Resolved using TSG-382.,team-aad,INC-1085,East US 2
INC-2361,Azure LB — SNAT Port Exhaustion — North EU,Sev4,Active,2025-02-12T12:00:00.000Z,,,svc-lb|svc-apim|svc-appSvc,comp-lbFrontend,,TSG-227,LB-SNATPortExhausted,~249 customers — Outbound connections failing — AKS pods unable to reach internet,Outbound connections failing — AKS pods unable to reach internet. Root component: comp-lbFrontend. Resolved using TSG-227.,team-net,,East US
INC-3432,ADO — Artifact Feed Unavailable — Southeast Asia,Sev3,Resolved,2025-02-12T12:00:00.000Z,2025-02-12T12:59:00.000Z,59 min,svc-ado,comp-adoPipeline,,TSG-234,NuGet-503,"~2,027 customers — Package restore failures blocking all builds",Package restore failures blocking all builds. Root component: comp-adoPipeline. Resolved using TSG-234.,team-ado,,Southeast Asia
INC-1671,Logic Apps — Connector Timeout on Large Payload — West US 2,Sev2,Resolved,2025-02-11T12:00:00.000Z,2025-02-11T12:23:00.000Z,23 min,svc-logicapps|svc-svcbus|svc-storage,comp-logicEngine,,TSG-214,LogicApps-PayloadOverflow,"~16,555 customers — File processing workflows failing on payloads > 100MB",File processing workflows failing on payloads > 100MB. Root component: comp-logicEngine. Resolved using TSG-214.,team-apps,INC-1438|INC-1411,Southeast Asia
INC-2283,Azure LB — SNAT Port Exhaustion — East US 2,Sev2,Resolved,2025-02-11T12:00:00.000Z,2025-02-11T12:25:00.000Z,25 min,svc-lb,comp-lbFrontend,CR-9831,TSG-227,LB-SNATPortExhausted,"~27,387 customers — Outbound connections failing — AKS pods unable to reach internet",Outbound connections failing — AKS pods unable to reach internet. Root component: comp-lbFrontend. Triggered by CR-9831. Resolved using TSG-227.,team-net,INC-2261|INC-1887,West US 2
INC-3295,Azure DevOps — Git Push Timeout — West US 2,Sev3,Resolved,2025-02-11T12:00:00.000Z,2025-02-11T12:16:00.000Z,16 min,svc-ado|svc-aad,comp-adoGit,CR-9774,,GitPackTimeout,"~4,117 customers — Large repo pushes timing out — developers blocked",Large repo pushes timing out — developers blocked. Root component: comp-adoGit. Triggered by CR-9774.,team-ado,INC-2241|INC-1421|INC-2759,Australia East
INC-1842,Key Vault — Certificate Auto-Renewal Stuck — Southeast Asia,Sev2,Mitigating,2025-02-10T12:00:00.000Z,,,svc-keyvault|svc-sql|svc-functions,comp-kvHSM,CR-9897,TSG-255,CertRenewalFailed,"~2,838 customers — SSL certificates nearing expiry — manual intervention needed",SSL certificates nearing expiry — manual intervention needed. Root component: comp-kvHSM. Triggered by CR-9897. Resolved using TSG-255.,team-sec,INC-1614,UK South
INC-3552,Azure Event Hub — Throughput Degradation — Australia East,Sev1,Resolved,2025-02-10T12:00:00.000Z,2025-02-10T13:42:00.000Z,102 min,svc-evhub|svc-monitor|svc-keyvault,comp-evhubNS,,TSG-288,EventHubThrottlingException,"~75,787 customers — Consumer group lag accumulating — message delivery delay >90s",Consumer group lag accumulating — message delivery delay >90s. Root component: comp-evhubNS. Resolved using TSG-288.,team-msg,,East US 2
INC-1017,Cosmos Gateway — TLS Handshake Failure — North EU,Sev3,Resolved,2025-02-09T12:00:00.000Z,2025-02-09T12:43:00.000Z,43 min,svc-cosmos|svc-functions,comp-cosmosGW,CR-9915,TSG-309,CosmosGW-TLS-Error,"~4,209 customers — SDK connections failing — apps unable to connect to Cosmos",SDK connections failing — apps unable to connect to Cosmos. Root component: comp-cosmosGW. Triggered by CR-9915. Resolved using TSG-309.,team-cosmos,INC-1013|INC-3156,West US 2
INC-1353,AAD — SAML Token Signing Failure — East US,Sev3,Resolved,2025-02-09T12:00:00.000Z,2025-02-09T12:40:00.000Z,40 min,svc-aad,comp-aadSTS,CR-9873,TSG-195,AADSTS700012,~135 customers — SAML-based SSO broken for federated tenants,SAML-based SSO broken for federated tenants. Root component: comp-aadSTS. Triggered by CR-9873. Resolved using TSG-195.,team-aad,INC-1003,East US
INC-2632,Azure LB — SNAT Port Exhaustion — North EU,Sev0,Active,2025-02-09T12:00:00.000Z,,,svc-lb,comp-lbFrontend,CR-9924,TSG-227,LB-SNATPortExhausted,"~314,352 customers — Outbound connections failing — AKS pods unable to reach internet",Outbound connections failing — AKS pods unable to reach internet. Root component: comp-lbFrontend. Triggered by CR-9924. Resolved using TSG-227.,team-net,,East US 2
INC-2487,ACR — Geo-Replication Sync Lag > 10min — Australia East,Sev3,Resolved,2025-02-08T12:00:00.000Z,2025-02-08T12:23:00.000Z,23 min,svc-acr,comp-acrGeo,CR-9918,TSG-241,ACR-GeoSyncTimeout,~258 customers — Cross-region image availability degraded — DR runbooks at risk,Cross-region image availability degraded — DR runbooks at risk. Root component: comp-acrGeo. Triggered by CR-9918. Resolved using TSG-241.,team-containers,INC-2241|INC-1542,Australia East
INC-1251,Azure Monitor — Alert Processing Delay > 10min — East US 2,Sev3,Resolved,2025-02-07T12:00:00.000Z,2025-02-07T12:22:00.000Z,22 min,svc-monitor|svc-aks,comp-monAlert,CR-9837,TSG-221,AlertEvalBacklog,~236 customers — Critical alerts firing 10-45min late — SLO at risk,Critical alerts firing 10-45min late — SLO at risk. Root component: comp-monAlert. Triggered by CR-9837. Resolved using TSG-221.,team-obs,,West US 2
INC-1590,AKS — CoreDNS Resolution Failures — Australia East,Sev2,Resolved,2025-02-07T12:00:00.000Z,2025-02-07T12:56:00.000Z,56 min,svc-aks|svc-keyvault,comp-aksCP,,TSG-301,AKS-DNSResolutionFailure,"~24,500 customers — Inter-pod service discovery broken — microservices can't connect",Inter-pod service discovery broken — microservices can't connect. Root component: comp-aksCP. Resolved using TSG-301.,team-containers,INC-1279|INC-1073|INC-1575,Southeast Asia
INC-2122,Redis Gateway — Connection Pool Exhaustion — Southeast Asia,Sev3,Mitigating,2025-02-06T12:00:00.000Z,,,svc-redis,comp-redisGW,,TSG-279,Redis-ConnPool-Exhausted,~537 customers — App connections queued — latency spike P99 > 2s,App connections queued — latency spike P99 > 2s. Root component: comp-redisGW. Resolved using TSG-279.,team-cache,INC-1295|INC-1194,Japan East
INC-2716,Key Vault — Secret Rotation Failure — East US 2,Sev0,Resolved,2025-02-06T12:00:00.000Z,2025-02-06T18:37:00.000Z,397 min,svc-keyvault|svc-functions,comp-kvRP,,TSG-255,SecretRotationFailed,"~227,942 customers — Automated secret rotation stalled — expiry risk",Automated secret rotation stalled — expiry risk. Root component: comp-kvRP. Resolved using TSG-255.,team-sec,INC-1954,North EU
INC-1194,Redis — Memory Eviction Storm — Southeast Asia,Sev2,Resolved,2025-02-05T12:00:00.000Z,2025-02-05T13:12:00.000Z,72 min,svc-redis,comp-redisCluster,CR-9810,,Redis-OOM-MaxMemory,"~10,008 customers — Hot keys evicted — session data lost for ~5% active users",Hot keys evicted — session data lost for ~5% active users. Root component: comp-redisCluster. Triggered by CR-9810.,team-cache,,Southeast Asia
INC-1213,Azure App Service — Worker Process Crashes — East US 2,Sev2,Resolved,2025-02-05T12:00:00.000Z,2025-02-05T12:40:00.000Z,40 min,svc-appSvc|svc-redis|svc-cosmos,comp-appPlan,CR-9816,TSG-271,WorkerProcess-5xx,"~24,155 customers — Web apps returning 5xx — worker recycling loop",Web apps returning 5xx — worker recycling loop. Root component: comp-appPlan. Triggered by CR-9816. Resolved using TSG-271.,team-apps,,Australia East
INC-3053,Service Bus — Session Lock Expiry Storm — Southeast Asia,Sev4,Resolved,2025-02-05T12:00:00.000Z,2025-02-05T12:15:00.000Z,15 min,svc-svcbus|svc-logicapps,comp-svcbusBroker,CR-9786,TSG-258,ServiceBus-SessionLockLost,~290 customers — Competing consumers stealing sessions — duplicate processing risk,Competing consumers stealing sessions — duplicate processing risk. Root component: comp-svcbusBroker. Triggered by CR-9786. Resolved using TSG-258.,team-msg,INC-2097|INC-2061|INC-1648,Japan East
INC-1923,ACR — Image Pull Failures East US — East US,Sev4,Resolved,2025-02-04T12:00:00.000Z,2025-02-04T12:09:00.000Z,9 min,svc-acr|svc-ado,comp-acrRegistry,,,ACR-ManifestNotFound,~436 customers — AKS pods failing to pull images — deployment rollouts blocked,AKS pods failing to pull images — deployment rollouts blocked. Root component: comp-acrRegistry.,team-containers,INC-1689,East US
INC-3545,Cosmos DB — Index Policy Rebuild Timeout — Australia East,Sev2,Active,2025-02-04T12:00:00.000Z,,,svc-cosmos|svc-appSvc,comp-cosmosRU,,,CosmosDB-IndexBuildTimeout,"~13,170 customers — Queries returning full scans — 100× latency increase",Queries returning full scans — 100× latency increase. Root component: comp-cosmosRU.,team-cosmos,INC-1244,UK South
INC-3286,CDN — Origin Shield SSL Negotiation Failure — Japan East,Sev4,Resolved,2025-02-03T12:00:00.000Z,2025-02-03T12:05:00.000Z,5 min,svc-cdn|svc-storage,comp-cdnOrigin,,TSG-301,CDN-OriginSSLError,~355 customers — CDN unable to fetch from origin — all requests returning 502,CDN unable to fetch from origin — all requests returning 502. Root component: comp-cdnOrigin. Resolved using TSG-301.,team-net,,UK South
INC-1342,Key Vault — Certificate Auto-Renewal Stuck — Southeast Asia,Sev3,Resolved,2025-02-02T12:00:00.000Z,2025-02-02T12:47:00.000Z,47 min,svc-keyvault|svc-aad|svc-appSvc,comp-kvHSM,,TSG-255,CertRenewalFailed,"~4,929 customers — SSL certificates nearing expiry — manual intervention needed",SSL certificates nearing expiry — manual intervention needed. Root component: comp-kvHSM. Resolved using TSG-255.,team-sec,,UK South
INC-1971,App Service — Autoscale Not Triggering — East US,Sev3,Resolved,2025-02-02T12:00:00.000Z,2025-02-02T12:20:00.000Z,20 min,svc-appSvc,comp-appPlan,,TSG-271,AutoscaleDecisionDelay,~740 customers — Traffic spike absorbing all instances — high error rate,Traffic spike absorbing all instances — high error rate. Root component: comp-appPlan. Resolved using TSG-271.,team-apps,,Southeast Asia
INC-2327,ACR — Geo-Replication Sync Lag > 10min — Australia East,Sev2,Resolved,2025-02-02T12:00:00.000Z,2025-02-02T12:30:00.000Z,30 min,svc-acr,comp-acrGeo,,TSG-241,ACR-GeoSyncTimeout,"~15,695 customers — Cross-region image availability degraded — DR runbooks at risk",Cross-region image availability degraded — DR runbooks at risk. Root component: comp-acrGeo. Resolved using TSG-241.,team-containers,,Japan East
INC-3242,AKS — CoreDNS Resolution Failures — West US 2,Sev1,Resolved,2025-02-02T12:00:00.000Z,2025-02-02T14:04:00.000Z,124 min,svc-aks|svc-keyvault|svc-monitor,comp-aksCP,CR-9780,TSG-301,AKS-DNSResolutionFailure,"~78,031 customers — Inter-pod service discovery broken — microservices can't connect",Inter-pod service discovery broken — microservices can't connect. Root component: comp-aksCP. Triggered by CR-9780. Resolved using TSG-301.,team-containers,,Southeast Asia
INC-1313,App Service — SSL Cert Binding Failure — East US,Sev2,Resolved,2025-02-01T12:00:00.000Z,2025-02-01T12:39:00.000Z,39 min,svc-appSvc|svc-keyvault,comp-appGW,,TSG-271,SNI-BindingFailed,"~4,439 customers — Custom domain HTTPS broken after cert renewal",Custom domain HTTPS broken after cert renewal. Root component: comp-appGW. Resolved using TSG-271.,team-apps,INC-1295|INC-1045,East US 2
INC-1746,Logic Apps — Trigger Recurrence Drift — East US 2,Sev3,Resolved,2025-02-01T12:00:00.000Z,2025-02-01T12:50:00.000Z,50 min,svc-logicapps|svc-storage,comp-logicEngine,,TSG-214,LogicApps-RecurrenceDrift,"~1,106 customers — Scheduled workflows running late by up to 45min",Scheduled workflows running late by up to 45min. Root component: comp-logicEngine. Resolved using TSG-214.,team-apps,INC-1347|INC-1059,Japan East
INC-2101,Azure DevOps — Pipeline Execution Failures — East US,Sev3,Resolved,2025-02-01T12:00:00.000Z,2025-02-01T12:55:00.000Z,55 min,svc-ado|svc-sql|svc-storage,comp-adoPipeline,,TSG-234,PipelineAgentUnreachable,~326 customers — CI/CD pipelines queued — no available agents,CI/CD pipelines queued — no available agents. Root component: comp-adoPipeline. Resolved using TSG-234.,team-ado,INC-1121,UK South
INC-3136,Logic Apps — Connector Timeout on Large Payload — East US,Sev2,Mitigating,2025-02-01T12:00:00.000Z,,,svc-logicapps|svc-svcbus,comp-logicEngine,CR-9876,,LogicApps-PayloadOverflow,"~10,513 customers — File processing workflows failing on payloads > 100MB",File processing workflows failing on payloads > 100MB. Root component: comp-logicEngine. Triggered by CR-9876.,team-apps,INC-2221,Australia East
INC-1065,AAD — SAML Token Signing Failure — East US,Sev2,Resolved,2025-01-31T12:00:00.000Z,2025-01-31T12:47:00.000Z,47 min,svc-aad,comp-aadSTS,,TSG-195,AADSTS700012,"~13,097 customers — SAML-based SSO broken for federated tenants",SAML-based SSO broken for federated tenants. Root component: comp-aadSTS. Resolved using TSG-195.,team-aad,INC-1017|INC-3401|INC-1045,East US 2
INC-2384,Azure DevOps — Test Runner Memory Leak — East US 2,Sev3,Resolved,2025-01-31T12:00:00.000Z,2025-01-31T12:54:00.000Z,54 min,svc-ado|svc-storage|svc-aad,comp-adoPipeline,CR-9909,TSG-234,TestAgent-OOM,"~4,106 customers — Test pipeline agents crashing mid-run — flaky test signals",Test pipeline agents crashing mid-run — flaky test signals. Root component: comp-adoPipeline. Triggered by CR-9909. Resolved using TSG-234.,team-ado,INC-1746|INC-1897,East US
INC-3263,AAD — SAML Token Signing Failure — Australia East,Sev3,Resolved,2025-01-31T12:00:00.000Z,2025-01-31T12:38:00.000Z,38 min,svc-aad|svc-functions,comp-aadSTS,CR-9852,,AADSTS700012,"~1,522 customers — SAML-based SSO broken for federated tenants",SAML-based SSO broken for federated tenants. Root component: comp-aadSTS. Triggered by CR-9852.,team-aad,INC-2307,East US 2
INC-1954,Event Hub — Namespace Quota Exceeded — UK South,Sev3,Resolved,2025-01-30T12:00:00.000Z,2025-01-30T12:13:00.000Z,13 min,svc-evhub|svc-monitor,comp-evhubNS,,,QuotaExceeded-NamespaceUnits,"~2,474 customers — New connections rejected — active producers failing",New connections rejected — active producers failing. Root component: comp-evhubNS.,team-msg,INC-1487|INC-1876,Southeast Asia
INC-3227,Azure SQL — Replication Lag > 30s — Australia East,Sev3,Resolved,2025-01-30T12:00:00.000Z,2025-01-30T12:17:00.000Z,17 min,svc-sql,comp-sqlEngine,CR-9855,,SQLReplicationLag,~210 customers — Read replicas serving stale data — reporting discrepancies,Read replicas serving stale data — reporting discrepancies. Root component: comp-sqlEngine. Triggered by CR-9855.,team-sql,INC-1662,East US 2
INC-3568,AKS — Node Pool OOM Eviction Storm — North EU,Sev1,Resolved,2025-01-30T12:00:00.000Z,2025-01-30T13:30:00.000Z,90 min,svc-aks|svc-monitor,comp-aksNodepool,,TSG-301,AKS-OOMEviction,"~22,691 customers — Pods evicted across multiple nodes — service disruption",Pods evicted across multiple nodes — service disruption. Root component: comp-aksNodepool. Resolved using TSG-301.,team-containers,INC-3493,Southeast Asia
INC-3610,ADO — Artifact Feed Unavailable — Australia East,Sev2,Resolved,2025-01-30T12:00:00.000Z,2025-01-30T13:24:00.000Z,84 min,svc-ado,comp-adoPipeline,CR-9888,TSG-234,NuGet-503,"~5,262 customers — Package restore failures blocking all builds",Package restore failures blocking all builds. Root component: comp-adoPipeline. Triggered by CR-9888. Resolved using TSG-234.,team-ado,,West US 2
INC-2538,Functions — Scale-Out Failure on Burst — East US,Sev4,Resolved,2025-01-28T12:00:00.000Z,2025-01-28T12:17:00.000Z,17 min,svc-functions,comp-funcScaler,CR-9807,TSG-265,Functions-ScaleOutFailed,~186 customers — Event queue backlog growing — SLA breach in 15min,Event queue backlog growing — SLA breach in 15min. Root component: comp-funcScaler. Triggered by CR-9807. Resolved using TSG-265.,team-apps,INC-1244|INC-1873|INC-1377,West US 2
INC-2047,CDN — Origin Shield SSL Negotiation Failure — North EU,Sev2,Resolved,2025-01-27T12:00:00.000Z,2025-01-27T13:19:00.000Z,79 min,svc-cdn,comp-cdnOrigin,CR-9906,TSG-441,CDN-OriginSSLError,"~10,873 customers — CDN unable to fetch from origin — all requests returning 502",CDN unable to fetch from origin — all requests returning 502. Root component: comp-cdnOrigin. Triggered by CR-9906. Resolved using TSG-441.,team-net,,East US
INC-2502,Event Hub Broker — Message Loss on Failover — Japan East,Sev3,Resolved,2025-01-27T12:00:00.000Z,2025-01-27T12:12:00.000Z,12 min,svc-evhub|svc-keyvault|svc-monitor,comp-evhubBroker,,,MessageLoss-GeoFailover,"~3,082 customers — ~0.02% message loss during regional failover test",~0.02% message loss during regional failover test. Root component: comp-evhubBroker.,team-msg,INC-1526,Southeast Asia
INC-3342,AKS — Node Pool OOM Eviction Storm — UK South,Sev3,Resolved,2025-01-26T12:00:00.000Z,2025-01-26T12:20:00.000Z,20 min,svc-aks|svc-acr,comp-aksNodepool,,TSG-301,AKS-OOMEviction,"~1,547 customers — Pods evicted across multiple nodes — service disruption",Pods evicted across multiple nodes — service disruption. Root component: comp-aksNodepool. Resolved using TSG-301.,team-containers,,Southeast Asia
INC-3466,Monitor — Log Analytics Ingestion Lag — Japan East,Sev4,Resolved,2025-01-26T12:00:00.000Z,2025-01-26T12:29:00.000Z,29 min,svc-monitor|svc-storage|svc-aks,comp-logAnalytics,CR-9909,TSG-221,IngestionLag,~301 customers — Dashboards showing stale data — oncall missing signals,Dashboards showing stale data — oncall missing signals. Root component: comp-logAnalytics. Triggered by CR-9909. Resolved using TSG-221.,team-obs,,Southeast Asia
INC-1270,Azure SQL — Replication Lag > 30s — Japan East,Sev3,Active,2025-01-25T12:00:00.000Z,,,svc-sql|svc-keyvault|svc-ado,comp-sqlEngine,CR-9930,TSG-319,SQLReplicationLag,"~1,899 customers — Read replicas serving stale data — reporting discrepancies",Read replicas serving stale data — reporting discrepancies. Root component: comp-sqlEngine. Triggered by CR-9930. Resolved using TSG-319.,team-sql,,Southeast Asia
INC-2054,Event Hub Broker — Message Loss on Failover — UK South,Sev2,Resolved,2025-01-25T12:00:00.000Z,2025-01-25T13:23:00.000Z,83 min,svc-evhub,comp-evhubBroker,,TSG-288,MessageLoss-GeoFailover,"~17,902 customers — ~0.02% message loss during regional failover test",~0.02% message loss during regional failover test. Root component: comp-evhubBroker. Resolved using TSG-288.,team-msg,INC-1795,Southeast Asia
INC-2241,Key Vault HSM — Failover Latency Spike — North EU,Sev2,Active,2025-01-25T12:00:00.000Z,,,svc-keyvault,comp-kvHSM,CR-9843,,KeyVaultError-HSMTimeout,"~21,905 customers — Secret retrieval P99 > 8s — apps timing out on startup",Secret retrieval P99 > 8s — apps timing out on startup. Root component: comp-kvHSM. Triggered by CR-9843.,team-sec,INC-2061,Southeast Asia
INC-2746,SQL DB — Deadlock Storm on High-Traffic Table — North EU,Sev1,Resolved,2025-01-25T12:00:00.000Z,2025-01-25T13:06:00.000Z,66 min,svc-sql,comp-sqlEngine,,TSG-319,SQL-1205-Deadlock,"~31,751 customers — Transaction rollbacks affecting financial reporting jobs",Transaction rollbacks affecting financial reporting jobs. Root component: comp-sqlEngine. Resolved using TSG-319.,team-sql,INC-2507|INC-1128|INC-2065,North EU
INC-3208,Azure Monitor — Metric Query Failures — UK South,Sev0,Resolved,2025-01-25T12:00:00.000Z,2025-01-25T19:53:00.000Z,473 min,svc-monitor,comp-monAlert,CR-9819,,MetricStoreUnavailable,"~311,121 customers — Azure portal metric charts blank — troubleshooting impaired",Azure portal metric charts blank — troubleshooting impaired. Root component: comp-monAlert. Triggered by CR-9819.,team-obs,INC-2293|INC-1526|INC-2027,Japan East
INC-3661,SQL DB — Deadlock Storm on High-Traffic Table — East US,Sev2,Resolved,2025-01-25T12:00:00.000Z,2025-01-25T12:24:00.000Z,24 min,svc-sql|svc-ado|svc-keyvault,comp-sqlEngine,,TSG-319,SQL-1205-Deadlock,"~27,679 customers — Transaction rollbacks affecting financial reporting jobs",Transaction rollbacks affecting financial reporting jobs. Root component: comp-sqlEngine. Resolved using TSG-319.,team-sql,INC-2384|INC-1059|INC-3617,East US 2
INC-1445,Azure DevOps — Git Push Timeout — Japan East,Sev3,Resolved,2025-01-23T12:00:00.000Z,2025-01-23T12:42:00.000Z,42 min,svc-ado,comp-adoGit,,TSG-234,GitPackTimeout,~384 customers — Large repo pushes timing out — developers blocked,Large repo pushes timing out — developers blocked. Root component: comp-adoGit. Resolved using TSG-234.,team-ado,,West US 2
INC-3647,APIM Gateway — Backend Circuit Breaker Open — Southeast Asia,Sev3,Resolved,2025-01-23T12:00:00.000Z,2025-01-23T12:36:00.000Z,36 min,svc-apim|svc-redis,comp-apimGW,CR-9849,TSG-248,APIM-BackendUnhealthy,"~4,642 customers — All API traffic failing with 503 — 100% error rate",All API traffic failing with 503 — 100% error rate. Root component: comp-apimGW. Triggered by CR-9849. Resolved using TSG-248.,team-net,INC-1822|INC-2916,East US
INC-2370,Cosmos DB — Index Policy Rebuild Timeout — North EU,Sev2,Resolved,2025-01-22T12:00:00.000Z,2025-01-22T12:45:00.000Z,45 min,svc-cosmos|svc-appSvc,comp-cosmosRU,CR-9864,TSG-309,CosmosDB-IndexBuildTimeout,"~6,752 customers — Queries returning full scans — 100× latency increase",Queries returning full scans — 100× latency increase. Root component: comp-cosmosRU. Triggered by CR-9864. Resolved using TSG-309.,team-cosmos,,East US 2
INC-2401,Azure Storage Latency Spike — East US 2,Sev3,Resolved,2025-01-22T12:00:00.000Z,2025-01-22T12:47:00.000Z,47 min,svc-storage,comp-storageRP,CR-9894,TSG-208,StorageRequestFailed-503,"~3,934 customers — Elevated blob read latency P99 > 4s",Elevated blob read latency P99 > 4s. Root component: comp-storageRP. Triggered by CR-9894. Resolved using TSG-208.,team-storage,INC-2145|INC-2122,East US 2
INC-3641,Logic Apps — Connector Timeout on Large Payload — East US 2,Sev3,Resolved,2025-01-22T12:00:00.000Z,2025-01-22T12:34:00.000Z,34 min,svc-logicapps|svc-storage,comp-logicEngine,CR-9846,,LogicApps-PayloadOverflow,"~1,704 customers — File processing workflows failing on payloads > 100MB",File processing workflows failing on payloads > 100MB. Root component: comp-logicEngine. Triggered by CR-9846.,team-apps,INC-3519,Japan East
INC-3687,Functions — Cold Start Spike > 30s — North EU,Sev0,Active,2025-01-22T12:00:00.000Z,,,svc-functions,comp-funcHost,CR-9894,,Functions-ColdStartTimeout,"~107,668 customers — First invocations timing out — event-driven workflows stalling",First invocations timing out — event-driven workflows stalling. Root component: comp-funcHost. Triggered by CR-9894.,team-apps,INC-1738,East US
INC-1144,Cosmos DB — RU Throttling on Hot Partition — East US 2,Sev0,Resolved,2025-01-21T12:00:00.000Z,2025-01-21T16:14:00.000Z,254 min,svc-cosmos|svc-appSvc,comp-cosmosRU,,TSG-309,CosmosDB-429-TooManyRequests,"~398,577 customers — Document writes throttled — application backpressure accumulating",Document writes throttled — application backpressure accumulating. Root component: comp-cosmosRU. Resolved using TSG-309.,team-cosmos,INC-3012|INC-3156|INC-2847,West US 2
INC-2145,Logic Apps — Trigger Recurrence Drift — East US,Sev2,Resolved,2025-01-21T12:00:00.000Z,2025-01-21T12:51:00.000Z,51 min,svc-logicapps|svc-storage,comp-logicEngine,CR-9876,TSG-214,LogicApps-RecurrenceDrift,"~1,492 customers — Scheduled workflows running late by up to 45min",Scheduled workflows running late by up to 45min. Root component: comp-logicEngine. Triggered by CR-9876. Resolved using TSG-214.,team-apps,INC-2027|INC-2901|INC-1487,East US
INC-2870,Functions — Cold Start Spike > 30s — Southeast Asia,Sev0,Resolved,2025-01-21T12:00:00.000Z,2025-01-21T16:07:00.000Z,247 min,svc-functions|svc-aad|svc-evhub,comp-funcHost,,TSG-265,Functions-ColdStartTimeout,"~216,190 customers — First invocations timing out — event-driven workflows stalling",First invocations timing out — event-driven workflows stalling. Root component: comp-funcHost. Resolved using TSG-265.,team-apps,INC-2221|INC-1393,Australia East
INC-3472,Azure Files — SMB Mount Failures — UK South,Sev1,Resolved,2025-01-19T12:00:00.000Z,2025-01-19T14:13:00.000Z,133 min,svc-storage,comp-storageFE,CR-9777,TSG-441,SMBMountFailed-53,"~72,780 customers — Azure Files shares unmountable from VMs",Azure Files shares unmountable from VMs. Root component: comp-storageFE. Triggered by CR-9777. Resolved using TSG-441.,team-storage,,East US 2
INC-1542,Redis — Cluster Shard Rebalancing Timeout — North EU,Sev4,Resolved,2025-01-17T12:00:00.000Z,2025-01-17T12:10:00.000Z,10 min,svc-redis|svc-apim,comp-redisCluster,,TSG-279,Redis-CLUSTERDOWN,~290 customers — Cache unavailable during rebalancing — DB hit rate spikes 10×,Cache unavailable during rebalancing — DB hit rate spikes 10×. Root component: comp-redisCluster. Resolved using TSG-279.,team-cache,,Southeast Asia
INC-2837,Azure LB — SNAT Port Exhaustion — Japan East,Sev2,Resolved,2025-01-17T12:00:00.000Z,2025-01-17T13:04:00.000Z,64 min,svc-lb|svc-aks|svc-apim,comp-lbFrontend,,TSG-227,LB-SNATPortExhausted,"~27,883 customers — Outbound connections failing — AKS pods unable to reach internet",Outbound connections failing — AKS pods unable to reach internet. Root component: comp-lbFrontend. Resolved using TSG-227.,team-net,INC-1556|INC-1128,UK South
INC-3407,Key Vault — Access Policy Propagation Delay — UK South,Sev0,Resolved,2025-01-16T12:00:00.000Z,2025-01-16T16:52:00.000Z,292 min,svc-keyvault|svc-aks,comp-kvRP,,TSG-255,Forbidden-403,"~351,571 customers — New app identities unable to access secrets after RBAC grant",New app identities unable to access secrets after RBAC grant. Root component: comp-kvRP. Resolved using TSG-255.,team-sec,INC-2746,UK South
INC-3728,Functions — Storage Trigger Polling Lag — West US 2,Sev4,Active,2025-01-16T12:00:00.000Z,,,svc-functions,comp-funcHost,CR-9858,TSG-265,Functions-StorageTriggerLag,~495 customers — Blob-triggered functions delayed 10–20min — batch pipelines impacted,Blob-triggered functions delayed 10–20min — batch pipelines impacted. Root component: comp-funcHost. Triggered by CR-9858. Resolved using TSG-265.,team-apps,,Southeast Asia
INC-2466,Logic Apps — Connector Timeout on Large Payload — Japan East,Sev0,Resolved,2025-01-15T12:00:00.000Z,2025-01-15T17:02:00.000Z,302 min,svc-logicapps|svc-svcbus,comp-logicEngine,CR-9795,TSG-214,LogicApps-PayloadOverflow,"~348,692 customers — File processing workflows failing on payloads > 100MB",File processing workflows failing on payloads > 100MB. Root component: comp-logicEngine. Triggered by CR-9795. Resolved using TSG-214.,team-apps,INC-2424,North EU
INC-1873,Azure Event Hub — Throughput Degradation — Southeast Asia,Sev4,Resolved,2025-01-14T12:00:00.000Z,2025-01-14T12:24:00.000Z,24 min,svc-evhub|svc-monitor,comp-evhubNS,,,EventHubThrottlingException,~447 customers — Consumer group lag accumulating — message delivery delay >90s,Consumer group lag accumulating — message delivery delay >90s. Root component: comp-evhubNS.,team-msg,,North EU
INC-3519,APIM — Rate Limit Policy Misconfiguration — Japan East,Sev3,Resolved,2025-01-14T12:00:00.000Z,2025-01-14T12:26:00.000Z,26 min,svc-apim|svc-aad|svc-redis,comp-apimGW,,,APIM-RateLimitBreach,"~2,537 customers — High-value tenants throttled incorrectly — SLA breach",High-value tenants throttled incorrectly — SLA breach. Root component: comp-apimGW.,team-net,INC-2815|INC-2667,West US 2
